id,fund_name,Performance fee?,Investment Strategy,Leverage?,Portfolio composition, Concentration,Prediction,supporting evidence,source meta data,Predicted Investment Strategy
0001193125-18-175382,PIMCO California Short Duration Municipal Income Fund,,2,Yes,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","The Fund invests primarily in investment grade debt securities, but may invest up to 10% of its total assets in high yield securities (""junk bonds"") that are rated Caa or higher by Moody's Investors Service, Inc. (""Moody's""), or equivalently rated by Standard & Poor's Ratings Services (""S&P"") or Fitch, Inc. (""Fitch""), or, if unrated, determined by PIMCO to be of comparable quality.

The Fund may invest in derivative instruments, such as options, futures contracts or swap agreements, or in mortgage- or asset-backed securities.

PIMCO FUNDS | PROSPECTUS

9

Table of Contents

PIMCO California Short Duration Municipal Income Fund",{'source': 'NLP_app\\MutualFundSummary\\PIMCO California Short Duration Municipal Income Fund.txt'},2.0
0001193125-18-175382,PIMCO REALPATH 2020 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","The PIMCO REALPATH® 2020 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2020, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2020 Fund.txt'},3.0
0001193125-18-175382,PIMCO REALPATH 2025 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","The PIMCO REALPATH® 2025 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2025, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2025 Fund.txt'},3.0
0001193125-18-175382,PIMCO REALPATH 2030 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","The PIMCO REALPATH® 2030 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2030, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2030 Fund.txt'},3.0
0001193125-18-175382,PIMCO REALPATH 2035 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","The PIMCO REALPATH® 2035 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2035, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2035 Fund.txt'},3.0
0001193125-18-175382,PIMCO REALPATH 2040 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.9","The PIMCO REALPATH® 2040 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2040, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2040 Fund.txt'},3.0
0001193125-18-175382,PIMCO REALPATH 2045 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.9","The PIMCO REALPATH® 2045 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2045, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2045 Fund.txt'},3.0
0001193125-18-175382,PIMCO REALPATH 2050 Fund,,3,Yes,Investment grade securities,Diversified,"3,0.95","The PIMCO REALPATH® 2050 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2050, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2050 Fund.txt'},3.0
0001193125-18-175382,PIMCO REALPATH 2055,,3,Yes,Investment grade securities,Diversified,"3,0.9","The PIMCO REALPATH® 2055 Fund (the ""Fund"") is intended for investors seeking professional management of a comprehensive asset allocation strategy for retirement savings. The Fund is managed for shareholders that plan to retire or begin withdrawing assets around the year 2055, the Fund's target year. This is the ""self-elected"" year of retirement for the investors in the Fund. The primary difference between the PIMCO REALPATH® Funds is their asset allocation, which varies depending on the number of years left until the ""self-elected"" year of retirement indicated in the PIMCO REALPATH® Fund's name. The Fund's allocation is intended to meaningfully reduce risk and increasingly focus on preservation of capital as the target retirement date of the Fund nears. An investment in the Fund is not guaranteed, and you may experience losses, including losses near, at, or after the target year indicated in the Fund's name. There is no guarantee that the Fund will provide adequate income at and",{'source': 'NLP_app\\MutualFundSummary\\PIMCO REALPATH 2055.txt'},3.0
0001193125-18-205687,Columbia Large Cap Enhanced Core Fund,,1,Yes,Listed Equities,Diversified,"1,0.9",Columbia Large Cap Enhanced Core Fund <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Large Cap Enhanced Core Fund.txt'},1.0
0001193125-18-205687,Columbia Large Cap Growth Fund III,,1,No,Listed Equities,Diversified,"1,0.95",Columbia Large Cap Growth Fund III <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Large Cap Growth Fund III.txt'},1.0
0001193125-18-205687,Columbia Large Cap Index Fund,,1,Yes,Listed Equities,Diversified,"1,0.95","Columbia Large Cap Index Fund <head_breaker>

SUMMARY OF THE FUND Investment Objective Columbia Large Cap Index Fund (the Fund) seeks total return before fees and expenses that corresponds to the total return of the Standard & Poor’s (S&P) 500® Index. Fees and Expenses of the Fund This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. An investor transacting in a class of Fund shares without any front-end sales charge, contingent deferred sales charge, or other asset-based fee for sales or distribution may be required to pay a commission to the financial intermediary for effecting such transactions. Such commission rates are set by the financial intermediary and are not reflected in the tables or the example below.",{'source': 'NLP_app\\MutualFundSummary\\Columbia Large Cap Index Fund.txt'},1.0
0001193125-18-205687,Columbia Mid Cap Index Fund,,1,Yes,Listed Equities,Diversified,"1,0.95","Columbia Mid Cap Index Fund <head_breaker>

SUMMARY OF THE FUND Investment Objective Columbia Mid Cap Index Fund (the Fund) seeks total return before fees and expenses that corresponds to the total return of the Standard & Poor’s (S&P) MidCap 400® Index. Fees and Expenses of the Fund This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. An investor transacting in a class of Fund shares without any front-end sales charge, contingent deferred sales charge, or other asset-based fee for sales or distribution may be required to pay a commission to the financial intermediary for effecting such transactions. Such commission rates are set by the financial intermediary and are not reflected in the tables or the example below.",{'source': 'NLP_app\\MutualFundSummary\\Columbia Mid Cap Index Fund.txt'},1.0
0001193125-18-205687,Columbia Mid Cap Value Fund,,1,No,Listed Equities,Diversified,"1,0.9",Columbia Mid Cap Value Fund <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Mid Cap Value Fund.txt'},1.0
0001193125-18-205687,Columbia Overseas Value Fund,,1,Yes,Sub-investment grade securities or emerging markets,Diversified,"1,0.9","Columbia Overseas Value Fund

<head_breaker>",{'source': 'NLP_app\\MutualFundSummary\\Columbia Overseas Value Fund.txt'},1.0
0001193125-18-205687,Columbia Select Global Growth Fund,,1,Yes,Sub-investment grade securities or emerging markets,Diversified,"1,0.95",Columbia Select Global Growth Fund <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Select Global Growth Fund.txt'},1.0
0001193125-18-205687,Columbia Select International Equity Fund,,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95",Columbia Select International Equity Fund <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Select International Equity Fund.txt'},1.0
0001193125-18-205687,Columbia Select Large Cap Equity Fund,,1,Yes,Listed Equities,Diversified,"1,0.95",Columbia Select Large Cap Equity Fund <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Select Large Cap Equity Fund.txt'},1.0
0001193125-18-205687,Columbia Small Cap Index Fund,,1,Yes,Listed Equities,Diversified,"1,0.95",Columbia Small Cap Index Fund <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Small Cap Index Fund.txt'},1.0
0001193125-18-205687,Columbia Small Cap Value Fund II,,1,No,Listed Equities,Diversified,"1,0.95",Columbia Small Cap Value Fund II <head_breaker>,{'source': 'NLP_app\\MutualFundSummary\\Columbia Small Cap Value Fund II.txt'},1.0
0001193125-18-209592,AllianzGI Emerging Markets Opportunities Fund,,1,Yes,Sub-investment grade securities or emerging markets,Diversified,"0,0","2	 	Allianz Funds Table of Contents AllianzGI Emerging Markets Opportunities Fund (continued)

Please see “Summary of Principal Risks” in the Fund’s prospectus for a more detailed description of the Fund’s risks. It is possible to lose money on an investment in the Fund. An investment in the Fund is not a deposit of a bank and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.

Performance Information",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Emerging Markets Opportunities Fund.txt'},
0001193125-18-209592,AllianzGI Focused Growth Fund,,1,Yes,Listed Equities,Diversified,"1,0.9","6	 	Allianz Funds Table of Contents AllianzGI Focused Growth Fund (continued)

Performance Information",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Focused Growth Fund.txt'},1.0
0001193125-18-209592,AllianzGI Global Natural Resources Fund,,1,Yes,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.9","AllianzGI Global Natural Resources Fund <head_breaker>

Investment Objective

The Fund seeks long

term capital appreciation.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Global Natural Resources Fund.txt'},1.0
0001193125-18-209592,AllianzGI Global Small-Cap Fund,,1,Yes,Listed Equities,Diversified,"1,0.9","16	 	Allianz Funds

Table of Contents

AllianzGI Global Small

Cap Fund (continued)",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Global Small-Cap Fund.txt'},1.0
0001193125-18-209592,AllianzGI Health Sciences Fund,,1,Yes,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.95","Principal Investment Strategies

The Fund seeks to achieve its objective by normally investing at least 80% of its net assets (plus borrowings made for investment purposes) in health sciences-related companies. The Fund considers health sciences-related companies to include companies that design, manufacture or sell products or services used for or in connection with healthcare, medicine or life sciences. The Fund will invest primarily in common stocks and other equity securities. Although the Fund may invest in companies of any market capitalization, the Fund does not currently intend to invest more than 15% of its assets in companies with market capitalizations below $1 billion. The Fund

18	 	Allianz Funds Table of Contents AllianzGI Health Sciences Fund (continued)",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Health Sciences Fund.txt'},1.0
0001193125-18-209592,AllianzGI Income & Growth Fund,,1,Yes,Listed Equities,Diversified,"0,0","AllianzGI Income & Growth Fund <head_breaker>

Investment Objective

The Fund seeks total return comprised of current income, current gains and capital appreciation.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Income _ Growth Fund.txt'},
0001193125-18-209592,AllianzGI Mid-Cap Fund,,1,Yes,Listed Equities,Diversified,"1,0.9","AllianzGI Mid

Cap Fund

<head_breaker>

Investment Objective

The Fund seeks long

term capital appreciation.

Fees and Expenses of the Fund

The tables below describe the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $50,000 in Class A shares of eligible funds that are part of the family of mutual funds sponsored by Allianz. More information about these and other discounts is available in the “Classes of Shares” section beginning on page 98 of the Fund’s prospectus or from your financial advisor. In addition, if you purchase shares through a specific intermediary, you may be subject to different sales charges including reductions in or waivers of such charges. More information about these intermediary-specific sales charge variations is available in Appendix A to the Fund’s prospectus (“Intermediary Sales Charge Discounts and Waivers”).",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Mid-Cap Fund.txt'},1.0
0001193125-18-209592,AllianzGI NFJ Dividend Value Fund,,1,No,Listed Equities,Diversified,"1,0.9","AllianzGI NFJ Dividend Value Fund <head_breaker>

Investment Objective

The Fund seeks long-term growth of capital and income.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI NFJ Dividend Value Fund.txt'},1.0
0001193125-18-209592,AllianzGI NFJ International Value Fund,,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.9","AllianzGI NFJ International Value Fund <head_breaker>

Investment Objective

The Fund seeks long-term growth of capital and income.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI NFJ International Value Fund.txt'},1.0
0001193125-18-209592,AllianzGI NFJ Large-Cap Value Fund,,1,No,Listed Equities,Diversified,"1,0.9","AllianzGI NFJ Large

Cap Value Fund

<head_breaker>

Investment Objective

The Fund seeks long-term growth of capital and income.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI NFJ Large-Cap Value Fund.txt'},1.0
0001193125-18-209592,AllianzGI NFJ Mid-Cap Value Fund,,1,No,Listed Equities,Diversified,"1,0.9","AllianzGI NFJ Mid

Cap Value Fund

<head_breaker>

Investment Objective

The Fund seeks long-term growth of capital and income.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI NFJ Mid-Cap Value Fund.txt'},1.0
0001193125-18-209592,AllianzGI NFJ Small-Cap Value Fund,,1,No,Listed Equities,Diversified,"1,0.9","AllianzGI NFJ Small

Cap Value Fund

<head_breaker>

Investment Objective

The Fund seeks long-term growth of capital and income.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI NFJ Small-Cap Value Fund.txt'},1.0
0001193125-18-209592,AllianzGI Small-Cap Fund,,1,Yes,Listed Equities,Diversified,"1,0.9","50	 	Allianz Funds

Table of Contents

AllianzGI Small

Cap Fund (continued)

investment process begins with a proprietary alpha model which blends behavioral factors (e.g., human behaviors and biases) and intrinsic valuation factors (e.g., tangible measures of a company’s underlying worth). They also use a sophisticated risk model for portfolio construction, with constraints at the individual security and industry levels to manage exposures relative to the benchmark. Additionally, all investment recommendations are thoroughly vetted at the individual company level to confirm the investment rationale and suitability before a purchase or sale.

Small

Cap Managed Volatility.  The Small",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Small-Cap Fund.txt'},1.0
0001193125-18-209592,AllianzGI Technology Fund,,1,Yes,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.9","56	 	Allianz Funds

Table of Contents

AllianzGI Technology Fund (continued)

tax-advantaged arrangements such as 401(k) plans or individual retirement accounts. In some cases the return after taxes may exceed the return before taxes due to an assumed tax benefit from any losses on a sale of Fund shares at the end of the measurement period. After-tax returns are for Class A shares only. After-tax returns for other share classes will vary.

Management of the Fund

Investment Adviser and Administrator  Allianz Global Investors U.S. LLC (“AllianzGI U.S.”)

Portfolio Managers

Walter C. Price, Jr. CFA, senior portfolio manager and managing director, has managed the Fund since 1995.

Huachen Chen, CFA, senior portfolio manager and managing director, has managed the Fund since 1995.

Danny Su, portfolio manager, analyst and director has managed the Fund since 2018.

Michael A. Seidenberg portfolio manager, analyst and director has managed the Fund since 2018",{'source': 'NLP_app\\MutualFundSummary\\AllianzGI Technology Fund.txt'},1.0
0001193125-18-227777,Ivy Asset Strategy Fund,,3,No,Sub-investment grade securities or emerging markets,Diversified,"3,0.9","Ivy Asset Strategy Fund

<head_breaker>

Ivy Asset Strategy Fund

Objective

To seek to provide total return.

Fees and Expenses

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $50,000 in funds within the Ivy Funds and/or InvestEd Portfolios. More information about these and other discounts is available from your financial professional, as well as in the Sales Charge Reductions section on page 255 of the Fund’s prospectus, in the Purchase, Redemption and Pricing of Shares section on page 146 of the Fund’s statement of additional information (SAI) and in Appendix B — Intermediary Sales Charge Discounts and Waivers. The Fund’s Class B shares are not available for purchase by new or existing investors, but are available for dividend reinvestment and exchanges.

Shareholder Fees",{'source': 'NLP_app\\MutualFundSummary\\Ivy Asset Strategy Fund.txt'},3.0
0001193125-18-227777,Ivy Balanced Fund,,3,No,Investment grade securities,Diversified,"3,0.95","Principal Investment Strategies

Ivy Balanced Fund seeks to achieve its objective by investing primarily in a diversified mix of stocks, debt securities and short-term instruments, depending on market conditions. Regarding its equity investments, the Fund invests primarily in medium to large, well-established companies, most of which pay a regular dividend, although it may invest in securities issued by companies of any size. The Fund invests at least 50% of its total assets in equity securities. The Fund typically holds a limited number of stocks (generally 45 to 55), with the objective of providing potential capital appreciation and some dividend income.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Balanced Fund.txt'},3.0
0001193125-18-227777,Ivy Core Equity Fund,,1,No,Listed Equities,Diversified,"1,0.95","Principal Investment Strategies

Ivy Core Equity Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in equity securities, primarily in common stocks of large-capitalization companies. The Fund seeks to invest in companies that IICO believes have a leading market position or sustainable competitive advantage in their industry. Large-capitalization companies typically are companies with market capitalizations of at least $10 billion at the time of acquisition. The Fund invests in securities that have the potential for capital appreciation, or that IICO expects to resist market decline. Although the Fund primarily invests in securities issued by large-capitalization companies, it may invest in securities issued by companies of any size. The Fund may invest in securities of companies across the valuation spectrum, including securities issued by growth and value companies.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Core Equity Fund.txt'},1.0
0001193125-18-227777,Ivy Emerging Markets Equity Fund,,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Effective February 11, 2014, the name of the Fund was changed from Ivy Pacific Opportunities Fund to Ivy Emerging Markets Equity Fund, and its strategy was changed to reflect a concentration in emerging markets equity securities. Performance prior to such time reflects the Fund’s former strategy to invest in Pacific region equity securities, and the performance may have differed if the current strategy had been in place.

The Fund’s past performance (before and after taxes) does not necessarily indicate how it will perform in the future. Current performance may be lower or higher. Please visit www.ivyinvestments.com or call 800.777.6472 for the Fund’s updated performance.

Chart of Year

by

Year Returns

as of December 31 each year

LOGO",{'source': 'NLP_app\\MutualFundSummary\\Ivy Emerging Markets Equity Fund.txt'},1.0
0001193125-18-227777,Ivy Energy Fund,,1,No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"1,0.9","Ivy Energy Fund

<head_breaker>

Ivy Energy Fund

Objective

To seek to provide capital growth and appreciation.

Fees and Expenses

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $50,000 in funds within the Ivy Funds and/or InvestEd Portfolios. More information about these and other discounts is available from your financial professional, as well as in the Sales Charge Reductions section on page 255 of the Fund’s prospectus, in the Purchase, Redemption and Pricing of Shares section on page 146 of the Fund’s statement of additional information (SAI) and in Appendix B — Intermediary Sales Charge Discounts and Waivers. The Fund’s Class B shares are not available for purchase by new or existing investors, but are available for dividend reinvestment and exchanges.

Shareholder Fees",{'source': 'NLP_app\\MutualFundSummary\\Ivy Energy Fund.txt'},1.0
0001193125-18-227777,Ivy European Opportunities Fund,,1,No,Listed Equities,Diversified,"1,0.95","Principal Investment Strategies

Ivy European Opportunities Fund invests, under normal circumstances, at least 80% of its net assets in the equity securities of European companies. While the Fund tends to favor securities issued by large-capitalization European companies, it may invest in securities issued by European companies of any size that provide investment opportunities. The Fund typically invests in companies located in the more developed markets of Europe and may invest up to 100% of its total assets in foreign securities.",{'source': 'NLP_app\\MutualFundSummary\\Ivy European Opportunities Fund.txt'},1.0
0001193125-18-227777,Ivy Global Equity Income Fund,,1,No,Listed Equities,Diversified,"1,0.95","Ivy Global Equity Income Fund <head_breaker>

Ivy Global Equity Income Fund

Objective

To seek to provide total return through a combination of current income and capital appreciation.

Fees and Expenses",{'source': 'NLP_app\\MutualFundSummary\\Ivy Global Equity Income Fund.txt'},1.0
0001193125-18-227777,Ivy Global Growth Fund,,1,No,Listed Equities,Diversified,"1,0.95","Ivy Global Growth Fund seeks to achieve its objective by investing primarily in common stocks of U.S. and foreign companies (including depositary receipts of foreign issuers) that IICO believes are competitively well-positioned, gaining market share, have the potential for long-term growth and/or operate in regions or countries that IICO believes possess attractive growth characteristics. The Fund primarily invests in issuers of developed countries, including the U.S., although the Fund has the ability to invest in issuers domiciled in or doing business in any country or region around the globe, including emerging markets. While the Fund primarily invests in securities issued by large-capitalization companies (typically, companies with market capitalizations of at least $10 billion at the time of acquisition), it may invest in securities issued by companies of any size, in a variety of sectors and industries. Under normal circumstances, the Fund invests at least 40% (or, if the",{'source': 'NLP_app\\MutualFundSummary\\Ivy Global Growth Fund.txt'},1.0
0001193125-18-227777,Ivy Global Income Allocation Fund,,3,No,Sub-investment grade securities or emerging markets,Diversified,"3,0.9","Ivy Global Income Allocation Fund <head_breaker>

Ivy Global Income Allocation Fund

Objective

To seek to provide total return through a combination of current income and capital appreciation.

Fees and Expenses",{'source': 'NLP_app\\MutualFundSummary\\Ivy Global Income Allocation Fund.txt'},3.0
0001193125-18-227777,Ivy High Income Fund,,2,No,Sub-investment grade securities or emerging markets,Diversified,"2,0.9","Ivy High Income Fund

<head_breaker>

Ivy High Income Fund

Objective

To seek to provide total return through a combination of high current income and capital appreciation.

Fees and Expenses",{'source': 'NLP_app\\MutualFundSummary\\Ivy High Income Fund.txt'},2.0
0001193125-18-227777,Ivy LaSalle Global Risk-Managed Real Estate Fund,,1,No,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"1,0.9","Ivy LaSalle Global Risk

Managed Real Estate Fund

<head_breaker>

Ivy LaSalle Global Risk

Managed Real Estate Fund

Objective

To seek to provide total return through long-term capital appreciation and current income.

Fees and Expenses",{'source': 'NLP_app\\MutualFundSummary\\Ivy LaSalle Global Risk-Managed Real Estate Fund.txt'},1.0
0001193125-18-227777,Ivy Large Cap Growth Fund,,1,No,Listed Equities,Diversified,"1,0.95","Principal Investment Strategies

Ivy Large Cap Growth Fund seeks to achieve its objective by investing primarily in a diversified portfolio of common stocks issued by large-capitalization, growth-oriented companies with above-average levels of profitability and that IICO believes have the ability to sustain growth over the long term. Under normal circumstances, the Fund invests at least 80% of its net assets in large-capitalization companies, which typically are companies with market capitalizations of at least $10 billion at the time of acquisition. Growth-oriented companies are those whose earnings IICO believes are likely to grow faster than the economy.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Large Cap Growth Fund.txt'},1.0
0001193125-18-227777,Ivy Limited-Term Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Principal Investment Strategies

Ivy Limited-Term Bond Fund seeks to achieve its objective by investing primarily in investment grade, U.S. dollar-denominated, debt securities of primarily U.S. issuers. The Fund may invest in U.S. government securities, corporate debt securities, mortgage-backed securities including collateralized mortgage obligations (CMOs) and other asset-backed securities. The Fund seeks to identify relative value opportunities between these sectors of the fixed-income market. Under normal circumstances, the Fund invests at least 80% of its net assets in bonds with limited-term maturities; therefore, the Fund seeks to maintain a dollar-weighted average maturity of not less than two years and not more than five years.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Limited-Term Bond Fund.txt'},2.0
0001193125-18-227777,Ivy Managed International Opportunities Fund,,3,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.9","Ivy Managed International Opportunities Fund <head_breaker>

Ivy Managed International Opportunities Fund

Objective

To seek to provide capital growth and appreciation.

Fees and Expenses

This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $50,000 in funds within the Ivy Funds and/or InvestEd Portfolios. More information about these and other discounts is available from your financial professional, as well as in the Sales Charge Reductions section on page 255 of the Fund’s prospectus, in the Purchase, Redemption and Pricing of Shares section on page 146 of the Fund’s statement of additional information (SAI) and in Appendix B — Intermediary Sales Charge Discounts and Waivers. The Fund’s Class B shares are not available for purchase by new or existing investors, but are available for dividend reinvestment and exchanges.",{'source': 'NLP_app\\MutualFundSummary\\Ivy Managed International Opportunities Fund.txt'},1.0
0001193125-18-227777,Ivy Micro Cap Growth Fund,,1,No,Listed Equities,Diversified,"1,0.95","Principal Investment Strategies

Ivy Micro Cap Growth Fund seeks to achieve its objective by investing, under normal circumstances, at least 80% of its net assets in equity securities of micro-capitalization companies. The Fund considers a company to be a micro-capitalization company if its market capitalization, at the time of acquisition, is less than the greater of $2 billion or the market capitalization of the largest company in the Russell Microcap Growth Index. As of June 30, 2018 (the quarter-end closest to the index’s rebalance), the largest company in the Russell Microcap Growth Index had a market capitalization of $1.97 billion. The Fund primarily invests in common stock, which may include common stocks that are offered in initial public offerings (IPOs).",{'source': 'NLP_app\\MutualFundSummary\\Ivy Micro Cap Growth Fund.txt'},1.0
